地域,所在地都道府県,所在地市区町村,区,種別,公園名,所在地,緯度,経度
九州,福岡県,福岡市,西区,幼児,福重３号公園,福重三丁目299-2,33.56848809,130.32227432
九州,福岡県,福岡市,西区,幼児,野方３号公園,野方四丁目1098-238,33.54757249,130.29911308
九州,福岡県,福岡市,西区,幼児,愛宕浜３号公園,愛宕浜四丁目41-12,33.59387253,130.33169946
九州,福岡県,福岡市,西区,幼児,今宿青木１号公園,今宿青木103-5,33.57198689,130.27688322
九州,福岡県,福岡市,西区,幼児,野方４号公園,野方二丁目384-34,33.55272599,130.30673744
九州,福岡県,福岡市,西区,幼児,野方５号公園,野方二丁目416-25,33.55476618,130.30907474
九州,福岡県,福岡市,西区,幼児,今津１号公園,今津4813-24,33.60669211,130.25665411
九州,福岡県,福岡市,西区,都市緑地,石丸１号公園,石丸二丁目721-21外,33.57154455,130.31817981
九州,福岡県,福岡市,西区,幼児,今津２号公園,今津1694-2,33.60345388,130.26019819
九州,福岡県,福岡市,西区,幼児,野方７号公園,野方六丁目577-21,33.56079613,130.30823897
九州,福岡県,福岡市,西区,幼児,野方６号公園,野方二丁目387-8,33.55290137,130.30752227
九州,福岡県,福岡市,西区,幼児,拾六町２号公園,拾六町二丁目390-6,33.56385517,130.31056588
九州,福岡県,福岡市,西区,幼児,姪浜６号公園,姪の浜二丁目3803-5,33.58983689,130.33080997
九州,福岡県,福岡市,西区,幼児,周船寺２号公園,周船寺三丁目90-2,33.57716314,130.25058684
九州,福岡県,福岡市,西区,幼児,今宿東１号公園,今宿東二丁目755-12,33.57889709,130.27948272
九州,福岡県,福岡市,西区,幼児,周船寺３号公園,周船寺三丁目1-12,33.57777942,130.25158455
九州,福岡県,福岡市,西区,幼児,金武１号公園,大字金武779-22,33.52544317,130.31788423
九州,福岡県,福岡市,西区,幼児,女原１号公園,"大字女原279-5,396-5",33.57047761,130.26168867
九州,福岡県,福岡市,西区,幼児,飯氏１号公園,大字飯氏988-6,33.5697216,130.24041803
九州,福岡県,福岡市,西区,幼児,下山門３号公園,下山門三丁目428-3,33.57710615,130.31299115
九州,福岡県,福岡市,西区,幼児,下山門４号公園,下山門三丁目464-3,33.57774881,130.3127901
九州,福岡県,福岡市,西区,幼児,愛宕３号公園,愛宕三丁目4244-2外,33.58360668,130.33894028
九州,福岡県,福岡市,西区,幼児,愛宕南１号公園,愛宕南一丁目82-3,33.57927053,130.33133843
九州,福岡県,福岡市,西区,幼児,小戸１号公園,小戸三丁目1828-67,33.58872704,130.31358851
九州,福岡県,福岡市,西区,幼児,下山門５号公園,下山門四丁目789-2,33.58013228,130.30910001
九州,福岡県,福岡市,西区,都市緑地,愛宕１号緑地,愛宕一丁目24-11外,33.58061171,130.33506981
九州,福岡県,福岡市,西区,都市緑地,愛宕２号緑地,愛宕三丁目4242-3，4242-7の一部,33.58327947,130.33862377
九州,福岡県,福岡市,西区,都市緑地,石丸２号緑地,大町団地,33.57800268,130.31957489
九州,福岡県,福岡市,東区,幼児,香椎照葉３号公園,香椎照葉二丁目24-95,33.6685862,130.42542059
九州,福岡県,福岡市,東区,幼児,松崎６号公園,松崎一丁目1360-6,33.63459234,130.44257932
九州,福岡県,福岡市,東区,幼児,原田４号公園,原田一丁目873-9,33.61670482,130.43694016
九州,福岡県,福岡市,東区,幼児,香椎１６号公園,香椎三丁目927-16,33.65844236,130.45720496
九州,福岡県,福岡市,東区,幼児,下原４号公園,下原五丁目907-102,33.67615302,130.45064604
九州,福岡県,福岡市,東区,街区,三苫南公園,三苫一丁目1708-2，1708-4,33.696135,130.4194859
九州,福岡県,福岡市,東区,近隣,千早中央公園,千早四丁目,33.64683103,130.43655374
九州,福岡県,福岡市,南区,幼児,多賀１号公園,多賀一丁目272-5,33.56286541,130.41038785
九州,福岡県,福岡市,南区,幼児,柏原４号公園,柏原四丁目1169-59，1170-37，1171-21,33.52554922,130.39549082
九州,福岡県,福岡市,南区,街区,野多目中公園,野多目二丁目398-1，399-1,33.54130185,130.42183203
九州,福岡県,福岡市,西区,幼児,石丸２号公園,石丸三丁目246-4,33.57588017,130.31136552
九州,福岡県,福岡市,西区,地区,生松台中央公園,生松台三丁目21-2～21-8，22，23,33.55164173,130.29815999
九州,福岡県,福岡市,東区,街区,名島北公園,名島三丁目2092-9，2092-10，2093-1,33.64457448,130.4295218
九州,福岡県,福岡市,東区,街区,香椎照葉中公園,香椎照葉二丁目24-166,33.66591823,130.4240696
九州,福岡県,福岡市,東区,幼児,香住ヶ丘６号公園,香住ヶ丘一丁目10-161,33.66985955,130.43574599
九州,福岡県,福岡市,東区,幼児,香椎１７号公園,香椎三丁目891-2,33.65773494,130.45379733
九州,福岡県,福岡市,中央区,街区,笹丘東公園,笹丘三丁目121-1，121-2，122,33.56266329,130.38354906
九州,福岡県,福岡市,中央区,街区,警固南公園,警固三丁目92-7，96-7,33.57818854,130.39043969
九州,福岡県,福岡市,南区,街区,向新町中公園,向新町一丁目600-2，600-3，601-4，602，602-6，602-7，602-8,33.54199805,130.42839913
九州,福岡県,福岡市,南区,幼児,多賀２号公園,多賀二丁目51-6,33.55910094,130.41172979
九州,福岡県,福岡市,早良区,幼児,東入部３号公園,東入部二丁目1779-11,33.52387874,130.33737375
九州,福岡県,福岡市,西区,街区,橋本南公園,橋本二丁目310,33.55574547,130.32349817
九州,福岡県,福岡市,東区,国営,海の中道海浜公園,大字西戸崎,33.65750325,130.35380071
