地域,所在地都道府県,所在地市区町村,区,種別,公園名,所在地,緯度,経度
九州,福岡県,福岡市,南区,街区,鶴田北公園,鶴田四丁目80-2，81-1，82-3,33.53121939,130.4115
九州,福岡県,福岡市,南区,街区,大池東公園,大池一丁目5-11,33.55734681,130.40905121
九州,福岡県,福岡市,南区,街区,牟田原中公園,井尻二丁目1221-7，1268-2，1269-2，1269-4，1269-6，1270-4，1271-1，1271-4，1271-5，1271-6,33.55401989,130.44562692
九州,福岡県,福岡市,南区,街区,桧原桜公園,桧原一丁目438-37,33.54163461,130.39630019
九州,福岡県,福岡市,南区,街区,中尾北公園,中尾一丁目20，21，22，23-1，24-3，26-3,33.54660747,130.41142823
九州,福岡県,福岡市,南区,幼児,鶴田公園,鶴田三丁目218-1,33.52788519,130.41034054
九州,福岡県,福岡市,南区,幼児,向原公園,井尻四丁目1031-27,33.54791447,130.44824731
九州,福岡県,福岡市,南区,幼児,静ヶ丘公園,屋形原二丁目64,33.54042984,130.41004062
九州,福岡県,福岡市,南区,幼児,長浦公園,和田二丁目160-4,33.54460636,130.42180224
九州,福岡県,福岡市,南区,幼児,中の坪公園,老司二丁目330-13,33.53270926,130.42436234
九州,福岡県,福岡市,南区,幼児,ナガタ公園,中尾三丁目250,33.54466087,130.40603569
九州,福岡県,福岡市,南区,幼児,不都原公園,老司一丁目749-52,33.53730999,130.42828906
九州,福岡県,福岡市,南区,幼児,原の前公園,老司三丁目515-9,33.53234381,130.42227468
九州,福岡県,福岡市,南区,幼児,卯内尺公園,老司五丁目647-50,33.5295869,130.4161255
九州,福岡県,福岡市,南区,幼児,野間台南公園,多賀二丁目1-8,33.55985273,130.41112403
九州,福岡県,福岡市,南区,幼児,上原田公園,大平寺二丁目307-4,33.53028572,130.39518439
九州,福岡県,福岡市,南区,幼児,カイツキ公園,野多目一丁目535-25,33.54423742,130.42409952
九州,福岡県,福岡市,南区,幼児,卯内尺東公園,老司五丁目652-81,33.52978769,130.41718911
九州,福岡県,福岡市,南区,幼児,桜町公園,桧原一丁目553-9,33.54113234,130.39247007
九州,福岡県,福岡市,南区,幼児,緑ヶ丘公園,中尾二丁目691,33.54320286,130.41387304
九州,福岡県,福岡市,南区,幼児,鞘ノ元公園,向新町二丁目810-3,33.54041742,130.42922317
九州,福岡県,福岡市,南区,幼児,石見堂公園,桧原三丁目30-12,33.53474984,130.39806567
九州,福岡県,福岡市,南区,幼児,高木北公園,高木二丁目430-23,33.55980269,130.43492688
九州,福岡県,福岡市,南区,幼児,雉子町公園,曰佐二丁目550-21,33.53961662,130.43869641
九州,福岡県,福岡市,南区,都市緑地,和田公園,大字和田415-4外,33.54811023,130.42279907
九州,福岡県,福岡市,南区,幼児,下川原公園,五十川一丁目683地先,33.56447503,130.4338483
九州,福岡県,福岡市,南区,幼児,花畑公園,花畑二丁目725,33.53571719,130.40356889
九州,福岡県,福岡市,南区,幼児,下ノ原公園,花畑一丁目145,33.54007427,130.40584853
九州,福岡県,福岡市,南区,幼児,前川公園,若久一丁目430,33.55562703,130.41524296
九州,福岡県,福岡市,南区,幼児,堀田公園,若久六丁目86,33.54838132,130.41145053
九州,福岡県,福岡市,南区,幼児,古屋敷公園,桧原二丁目348-12,33.54031846,130.39556654
九州,福岡県,福岡市,南区,幼児,三宅本町公園,三宅二丁目766-1,33.55126145,130.4280185
九州,福岡県,福岡市,南区,幼児,サカエ公園,屋形原二丁目173,33.53951623,130.40871728
九州,福岡県,福岡市,南区,街区,笹原公園,井尻三丁目209-1，209-2，209-5,33.55052982,130.44898628
九州,福岡県,福岡市,南区,幼児,平原新町公園,井尻三丁目1049-4,33.54924273,130.44886013
九州,福岡県,福岡市,南区,幼児,大楠公園,大楠二丁目70,33.57311421,130.41204109
九州,福岡県,福岡市,南区,幼児,寺塚南台公園,大池一丁目7-2,33.55675447,130.4092862
九州,福岡県,福岡市,南区,幼児,老司中園公園,老司二丁目229-4,33.53541497,130.42485704
九州,福岡県,福岡市,南区,幼児,老司北公園,老司一丁目171-19,33.53671702,130.42636048
九州,福岡県,福岡市,南区,街区,老司卯内公園,老司三丁目669-1,33.53391804,130.41804
九州,福岡県,福岡市,南区,幼児,野間中村公園,野間三丁目160-2,33.56066072,130.41506188
九州,福岡県,福岡市,城南区,総合,西南杜の湖畔公園,七隈六丁目299-1外，干隈二丁目169-408外,33.55209602,130.35573437
九州,福岡県,福岡市,城南区,風致,鬼面池公園,田島六丁目90-1,33.56128238,130.36945007
九州,福岡県,福岡市,城南区,風致,片江風致公園,大字片江7-30外,33.53730747,130.37605438
九州,福岡県,福岡市,城南区,歴史,友泉亭公園,友泉亭94外中央区笹丘一丁目254-2外,33.56266385,130.37650456
九州,福岡県,福岡市,城南区,近隣,東油山公園,"東油山六丁目56-1,東油山五丁目184-5",33.53203912,130.38319359
九州,福岡県,福岡市,城南区,近隣,松山中央公園,松山一丁目1900-7外,33.55353672,130.36861525
九州,福岡県,福岡市,城南区,近隣,友丘中央公園,友丘五丁目地内,33.55925435,130.37084761
九州,福岡県,福岡市,城南区,近隣,茶山中央公園,茶山二丁目141-1外,33.5635112,130.36701365
九州,福岡県,福岡市,城南区,近隣,樋井川中央公園,樋井川三丁目460-5外,33.54749982,130.38805098
九州,福岡県,福岡市,城南区,近隣,三尾池公園,片江二丁目88外，堤一丁目83-2外,33.54452806,130.37866148
九州,福岡県,福岡市,城南区,街区,友丘西公園,友丘五丁目977-1,33.55902344,130.36914088
九州,福岡県,福岡市,城南区,街区,下長尾中央公園,長尾五丁目226,33.55519428,130.38175833
九州,福岡県,福岡市,城南区,街区,油山北公園,東油山二丁目14,33.54058043,130.37835476
九州,福岡県,福岡市,城南区,街区,油山東公園,東油山二丁目6,33.53834157,130.37882473
九州,福岡県,福岡市,城南区,街区,油山南公園,東油山三丁目7,33.53320323,130.37492151
九州,福岡県,福岡市,城南区,街区,下長尾東公園,長尾三丁目306,33.5552505,130.38564671
九州,福岡県,福岡市,城南区,街区,神松寺東公園,神松寺二丁目1111-16,33.55554222,130.37818142
九州,福岡県,福岡市,城南区,街区,横内公園,樋井川六丁目491,33.54176512,130.38766511
九州,福岡県,福岡市,城南区,街区,堤公園,樋井川七丁目54,33.5387291,130.38486508
九州,福岡県,福岡市,城南区,街区,茶山公園,茶山二丁目22,33.56177433,130.36676629
九州,福岡県,福岡市,城南区,街区,下長尾北公園,長尾一丁目175,33.5602784,130.38014807
九州,福岡県,福岡市,城南区,街区,弓の馬場公園,別府六丁目148-2,33.56944268,130.36541327
九州,福岡県,福岡市,城南区,街区,城南公園,七隈二丁目909-2，茶山五丁目79-5,33.56207552,130.36078036
九州,福岡県,福岡市,城南区,都市緑地,長尾公園,長尾二丁目162-8,33.55328271,130.3855082
九州,福岡県,福岡市,城南区,都市緑地,七隈公園,七隈一丁目1275-5,33.55387706,130.35980332
九州,福岡県,福岡市,城南区,街区,金山公園,松山二丁目467-177,33.55536295,130.36460196
九州,福岡県,福岡市,城南区,街区,田島公園,田島四丁目441-1,33.56523804,130.37369216
九州,福岡県,福岡市,城南区,街区,別府西公園,別府二丁目525-1,33.57283812,130.36829988
九州,福岡県,福岡市,城南区,街区,島廻り公園,樋井川一丁目414-7,33.55157897,130.3808592
九州,福岡県,福岡市,城南区,都市緑地,樋井川公園,樋井川四丁目275-1外,33.54949572,130.38557436
九州,福岡県,福岡市,城南区,街区,鳥飼北公園,鳥飼四丁目1-16,33.57997638,130.36951191
九州,福岡県,福岡市,城南区,街区,飯倉東公園,飯倉一丁目370-1，383-6，365-45，383-7，378-5,33.56537106,130.3564486
九州,福岡県,福岡市,城南区,街区,友丘公園,友丘六丁目1607-3，及び1607-1，1607-27，1607-28，1607-29の各一部,33.55527861,130.37179992
九州,福岡県,福岡市,城南区,街区,茶山北公園,茶山六丁目115-1,33.56762749,130.36177224
九州,福岡県,福岡市,城南区,街区,浦谷公園,片江三丁目67,33.54977683,130.37440949
九州,福岡県,福岡市,城南区,街区,油山長谷公園,東油山五丁目678,33.53500395,130.3820789
九州,福岡県,福岡市,城南区,街区,片江西公園,片江五丁目1431-1,33.54918198,130.37008391
九州,福岡県,福岡市,城南区,街区,別府北公園,別府三丁目5-2,33.57483666,130.36608762
九州,福岡県,福岡市,城南区,街区,早苗田公園,南片江六丁目150,33.54226309,130.37027128
九州,福岡県,福岡市,城南区,街区,神松寺北公園,神松寺三丁目37,33.55365699,130.37409238
九州,福岡県,福岡市,城南区,街区,仲の町公園,南片江二丁目92,33.54225706,130.37353139
九州,福岡県,福岡市,城南区,街区,宮の前公園,堤一丁目321,33.54660427,130.37830529
九州,福岡県,福岡市,城南区,街区,友丘北公園,友丘一丁目955-12,33.56076533,130.37357776
九州,福岡県,福岡市,城南区,街区,荒江東公園,荒江一丁目49-4,33.57365134,130.3603846
九州,福岡県,福岡市,城南区,街区,樋井川北公園,樋井川三丁目346-1,33.5522441,130.38729037
九州,福岡県,福岡市,城南区,街区,梅林北公園,梅林五丁目151-27,33.54750032,130.35088317
九州,福岡県,福岡市,城南区,街区,七隈西公園,七隈三丁目748-1,33.55728656,130.35676088
九州,福岡県,福岡市,城南区,街区,東油山北公園,東油山一丁目24-4，樋井川七丁目184-2,33.53694604,130.38416755
九州,福岡県,福岡市,城南区,街区,堤南公園,堤二丁目505-11,33.54215867,130.38168907
九州,福岡県,福岡市,城南区,街区,七隈若宮公園,七隈五丁目396-1,33.55423046,130.35705276
九州,福岡県,福岡市,城南区,街区,片江北公園,片江一丁目983-3,33.54937926,130.37815688
九州,福岡県,福岡市,城南区,街区,梅林中公園,梅林五丁目136-13の一部,33.54576846,130.3523209
九州,福岡県,福岡市,城南区,街区,七隈菊池公園,七隈七丁目131-6,33.55105612,130.36044923
九州,福岡県,福岡市,城南区,街区,梅林東公園,梅林三丁目56-2,33.54814035,130.35698968
九州,福岡県,福岡市,城南区,街区,田島中公園,田島三丁目90­1,33.56712952,130.37037022
九州,福岡県,福岡市,城南区,街区,鳥飼中公園,鳥飼五丁目5-10,33.57739365,130.37053224
九州,福岡県,福岡市,城南区,街区,別府公園,別府四丁目57,33.57318549,130.36379064
九州,福岡県,福岡市,城南区,街区,樋井川南公園,樋井川四丁目2008-1，2008-5,33.54365179,130.38636387
九州,福岡県,福岡市,早良区,都市緑地,干隈１号公園,干隈三丁目地内,33.54989903,130.35173826
九州,福岡県,福岡市,城南区,幼児,神松寺１号公園,神松寺三丁目1643-49,33.55468506,130.3746702
九州,福岡県,福岡市,城南区,幼児,神松寺２号公園,神松寺一丁目1726-11,33.55558462,130.37563586
九州,福岡県,福岡市,城南区,幼児,脇田公園,樋井川三丁目493-7,33.54671109,130.38879897
九州,福岡県,福岡市,城南区,幼児,ハスワ公園,梅林五丁目174-20,33.54558022,130.35164068
九州,福岡県,福岡市,城南区,幼児,別府１号公園,別府四丁目46-2,33.57475381,130.36387127
九州,福岡県,福岡市,城南区,幼児,臼井公園,七隈七丁目283-22,33.55150367,130.3586655
九州,福岡県,福岡市,城南区,幼児,鳥飼１号公園,鳥飼五丁目2-34,33.57598859,130.37133984
九州,福岡県,福岡市,城南区,幼児,倉瀬戸１号公園,西片江一丁目155-33,33.54518798,130.3691864
九州,福岡県,福岡市,城南区,幼児,鳥飼南公園,鳥飼六丁目12-14,33.57615244,130.3693907
九州,福岡県,福岡市,城南区,幼児,田島１号公園,田島三丁目240-63,33.56475211,130.36988541
九州,福岡県,福岡市,城南区,幼児,倉瀬戸２号公園,西片江一丁目120-28,33.54435938,130.36744157
九州,福岡県,福岡市,城南区,幼児,茶山西公園,茶山四丁目308-2,33.5590158,130.36510854
九州,福岡県,福岡市,城南区,幼児,浦の川公園,東油山三丁目1-122,33.53495817,130.37731588
九州,福岡県,福岡市,城南区,幼児,五反田公園,友泉亭36-2,33.56183657,130.37985866
九州,福岡県,福岡市,城南区,幼児,樋井川１号公園,樋井川六丁目229-2,33.54056035,130.38619089
九州,福岡県,福岡市,城南区,幼児,片江公園,片江二丁目719-1,33.5467127,130.37538653
九州,福岡県,福岡市,城南区,幼児,鬼の木北公園,樋井川五丁目204,33.54191772,130.38917891
九州,福岡県,福岡市,城南区,幼児,鬼の木南公園,樋井川五丁目166,33.54073704,130.389357
九州,福岡県,福岡市,城南区,幼児,松山公園,松山二丁目467-197,33.55549466,130.36279727
九州,福岡県,福岡市,城南区,幼児,瀬戸口公園,東油山四丁目441-9,33.53554047,130.37997492
九州,福岡県,福岡市,城南区,幼児,樋井川２号公園,樋井川四丁目256,33.54615248,130.38456331
九州,福岡県,福岡市,城南区,幼児,樋井川３号公園,樋井川四丁目353,33.54698096,130.38390733
九州,福岡県,福岡市,城南区,幼児,七隈辻公園,七隈七丁目173-12,33.55219918,130.36005291
九州,福岡県,福岡市,城南区,幼児,神松寺３号公園,神松寺三丁目1618-29,33.55303372,130.37178112
九州,福岡県,福岡市,城南区,幼児,入道ヶ浦公園,松山一丁目580-1,33.5548827,130.36676799
九州,福岡県,福岡市,城南区,幼児,菊池ヶ丘公園,七隈七丁目268-37,33.55220645,130.35920967
九州,福岡県,福岡市,城南区,幼児,干隈３号公園,干隈一丁目376-7,33.55608269,130.35460527
九州,福岡県,福岡市,城南区,幼児,神松寺４号公園,神松寺一丁目1752-7,33.5559344,130.37470542
九州,福岡県,福岡市,城南区,幼児,樋井川４号公園,樋井川一丁目359-26,33.54840741,130.38211056
九州,福岡県,福岡市,城南区,幼児,七隈１号公園,七隈二丁目1201-1,33.56284858,130.35818316
九州,福岡県,福岡市,城南区,幼児,南片江１号公園,南片江一丁目64-2,33.54201745,130.37593038
九州,福岡県,福岡市,城南区,幼児,樋井川５号公園,樋井川一丁目407-11,33.55116778,130.38251899
九州,福岡県,福岡市,城南区,幼児,七隈２号公園,七隈三丁目771-8,33.55903347,130.3561796
九州,福岡県,福岡市,城南区,幼児,東油山１号公園,東油山四丁目462-2,33.53407217,130.37877217
九州,福岡県,福岡市,城南区,幼児,別府二丁目公園,別府二丁目76,33.57284816,130.37067446
九州,福岡県,福岡市,城南区,幼児,友丘１号公園,友丘三丁目1759-8先,33.55572036,130.37301194
九州,福岡県,福岡市,城南区,幼児,長尾１号公園,長尾二丁目131-5,33.55927709,130.38516683
九州,福岡県,福岡市,城南区,幼児,七隈３号公園,七隈三丁目844-3,33.55853389,130.35863384
九州,福岡県,福岡市,城南区,幼児,七隈４号公園,七隈二丁目815-2,33.56107154,130.35729269
九州,福岡県,福岡市,城南区,幼児,神松寺５号公園,神松寺三丁目1613-5,33.5530787,130.37349082
九州,福岡県,福岡市,城南区,幼児,樋井川６号公園,樋井川四丁目323-4,33.54763635,130.38522127
九州,福岡県,福岡市,城南区,幼児,東油山２号公園,東油山六丁目180-6,33.52992085,130.38274318
九州,福岡県,福岡市,城南区,幼児,別府２号公園,別府六丁目126-24,33.56765928,130.36551167
九州,福岡県,福岡市,早良区,風致,曲渕ダムパーク,大字曲渕12外,33.49728905,130.3067462
九州,福岡県,福岡市,西区,運動,室見川（緑地）,橋本一丁目797地先から姪浜町121地先まで,33.57514632,130.32825856
九州,福岡県,福岡市,早良区,地区,百道中央公園,百道浜三丁目901-23,33.58834324,130.35082133
九州,福岡県,福岡市,早良区,地区,西油山中央公園,大字西油山310-1外,33.5328619,130.34990342
九州,福岡県,福岡市,早良区,近隣,祖原公園,昭代一丁目124，125，131,33.57674357,130.35700824
九州,福岡県,福岡市,早良区,近隣,小田部中央公園,小田部六丁目17-1，24-5,33.57156307,130.32932948
九州,福岡県,福岡市,早良区,近隣,内野中央公園,内野三丁目317-1外,33.50135515,130.34196302
九州,福岡県,福岡市,早良区,近隣,脇山中央公園,大字脇山2488-7外,33.48661881,130.34915727
九州,福岡県,福岡市,早良区,近隣,重留中央公園,重留五丁目232外,33.52661514,130.34251338
九州,福岡県,福岡市,早良区,近隣,四箇中央公園,四箇六丁目497-1,33.53099447,130.33069487
九州,福岡県,福岡市,早良区,街区,大原公園,南庄三丁目244,33.57333006,130.33512743
九州,福岡県,福岡市,早良区,街区,紅葉山公園,高取一丁目525，526，542，543,33.57848486,130.35121722
九州,福岡県,福岡市,早良区,街区,飯倉公園,飯倉二丁目469-1,33.56622995,130.3519474
九州,福岡県,福岡市,早良区,街区,室見公園,室見一丁目8,33.58204456,130.34135082
九州,福岡県,福岡市,早良区,街区,百道西公園,百道二丁目807-180,33.58393203,130.3449127
九州,福岡県,福岡市,早良区,街区,百道南公園,百道一丁目810-221，810-47,33.58242607,130.34909295
九州,福岡県,福岡市,早良区,街区,有田東公園,有田一丁目9,33.56410153,130.33655218
九州,福岡県,福岡市,早良区,街区,南庄東公園,南庄一丁目24,33.57370153,130.34102926
九州,福岡県,福岡市,早良区,街区,南庄西公園,南庄三丁目41,33.57371559,130.33694794
九州,福岡県,福岡市,早良区,街区,小田部東公園,小田部一丁目59,33.56838247,130.33696773
九州,福岡県,福岡市,早良区,街区,有田西公園,有田一丁目36,33.56333801,130.33274913
九州,福岡県,福岡市,早良区,都市緑地,西新公園,西新二丁目221-14,33.58426133,130.36137648
九州,福岡県,福岡市,早良区,街区,田隈公園,田隈三丁目67-35，83-19，83-50,33.54209441,130.33930274
九州,福岡県,福岡市,早良区,街区,小田部西公園,小田部五丁目90,33.56935432,130.33104116
九州,福岡県,福岡市,早良区,街区,小田部南公園,小田部二丁目126,33.56706526,130.3348405
九州,福岡県,福岡市,早良区,街区,田隈土井公園,野芥七丁目488-5,33.53753235,130.33994586
九州,福岡県,福岡市,早良区,街区,竹の花公園,干隈六丁目938-1,33.55147856,130.34715742
九州,福岡県,福岡市,早良区,街区,飯倉南公園,飯倉七丁目39-7,33.55760381,130.35053255
九州,福岡県,福岡市,早良区,街区,金屑川公園,南庄三丁目94-3，原団地30-5，30-6，30-9,33.57200481,130.33848153
九州,福岡県,福岡市,早良区,街区,南庄中公園,南庄二丁目18,33.57493391,130.3390257
九州,福岡県,福岡市,早良区,街区,原北公園,南庄六丁目120,33.57638967,130.33598018
九州,福岡県,福岡市,早良区,街区,百道公園,百道一丁目804-118,33.58598013,130.34887034
九州,福岡県,福岡市,早良区,街区,免公園,賀茂一丁目517-1，986-5,33.55566814,130.34147944
九州,福岡県,福岡市,早良区,街区,原東公園,飯倉三丁目458-15,33.56500912,130.34656501
九州,福岡県,福岡市,早良区,街区,重留公園,重留四丁目523-3,33.52985797,130.34032431
九州,福岡県,福岡市,早良区,街区,田隈北公園,田隈一丁目238-1,33.54573081,130.33981414
九州,福岡県,福岡市,早良区,街区,大薮公園,賀茂二丁目78-5,33.55090127,130.34414281
九州,福岡県,福岡市,早良区,街区,原南公園,原八丁目1104-1,33.55903346,130.34043067
九州,福岡県,福岡市,早良区,街区,橋本東公園,有田八丁目202-45,33.55880054,130.32872594
九州,福岡県,福岡市,早良区,街区,早良陽光台南公園,早良七丁目900-341,33.49590858,130.33274913
九州,福岡県,福岡市,早良区,街区,早良陽光台西公園,早良七丁目900-342,33.49769064,130.33197616
九州,福岡県,福岡市,早良区,街区,野芥公園,野芥四丁目704-2,33.54234741,130.34623603
九州,福岡県,福岡市,早良区,街区,室見西公園,南庄五丁目3-5,33.57681385,130.33196379
九州,福岡県,福岡市,早良区,街区,室見南公園,南庄四丁目94-6,33.57482598,130.33224824
九州,福岡県,福岡市,早良区,街区,西油山南公園,野芥六丁目508,33.53469713,130.35088626
九州,福岡県,福岡市,早良区,街区,西油山北公園,野芥五丁目105-28,33.53697615,130.35044103
九州,福岡県,福岡市,早良区,街区,西入部公園,西入部二丁目111-1,33.51942066,130.32680649
九州,福岡県,福岡市,早良区,街区,次郎丸公園,次郎丸一丁目31-3,33.55326061,130.33407865
九州,福岡県,福岡市,早良区,街区,西脇南公園,田隈三丁目546-2,33.54131533,130.34151902
九州,福岡県,福岡市,早良区,街区,丸尾池公園,飯倉六丁目14-6,33.55859975,130.3543022
九州,福岡県,福岡市,早良区,街区,城西公園,城西二丁目108,33.58090755,130.36297252
九州,福岡県,福岡市,早良区,街区,水町公園,賀茂四丁目384-3,33.55221648,130.33817234
九州,福岡県,福岡市,早良区,街区,冷尻公園,次郎丸二丁目592-3,33.55554967,130.32826587
九州,福岡県,福岡市,早良区,街区,次郎丸河原公園,次郎丸三丁目433-6，433-10,33.54890587,130.32448215
九州,福岡県,福岡市,早良区,街区,荒江公園,荒江三丁目214-1,33.56968814,130.35128512
九州,福岡県,福岡市,早良区,街区,西干隈公園,干隈三丁目108-4,33.55398849,130.34797678
九州,福岡県,福岡市,早良区,街区,早良新町公園,重留一丁目1234-21,33.53403451,130.34081901
九州,福岡県,福岡市,早良区,街区,内野公園,内野二丁目527-3，527-6，527-7，538-4,33.50062726,130.33573282
九州,福岡県,福岡市,早良区,街区,室見東公園,南庄五丁目2-8,33.57713512,130.3325698
九州,福岡県,福岡市,早良区,街区,次郎丸高石公園,次郎丸六丁目6-1,33.54856201,130.33592143
九州,福岡県,福岡市,早良区,街区,有田南公園,有田四丁目617-28の一部,33.55805961,130.33718293
九州,福岡県,福岡市,早良区,街区,南庄公園,南庄三丁目97-1,33.57091249,130.33678964
九州,福岡県,福岡市,早良区,街区,下田公園,城西三丁目82,33.58130914,130.35974148
九州,福岡県,福岡市,早良区,街区,飯原公園,飯倉八丁目554-2,33.55931458,130.34833853
九州,福岡県,福岡市,早良区,街区,宮原公園,脇山二丁目2799-13，2807-1，2813-1，2813-5,33.49929298,130.34690141
九州,福岡県,福岡市,早良区,街区,馬立山南公園,内野七丁目190-15,33.49489156,130.34496217
九州,福岡県,福岡市,早良区,街区,原西公園,原八丁目1158-8,33.56108157,130.33946105
九州,福岡県,福岡市,早良区,街区,西ノ坪公園,野芥八丁目1203-4,33.53540232,130.33823616
九州,福岡県,福岡市,早良区,街区,四箇警固公園,四箇四丁目120-2,33.52816728,130.32946602
九州,福岡県,福岡市,早良区,街区,次郎丸東ノ前公園,次郎丸五丁目257-1，257-5,33.55027078,130.33207807
九州,福岡県,福岡市,早良区,街区,早良南公園,内野六丁目160-2,33.49717861,130.34616183
九州,福岡県,福岡市,早良区,街区,さわら台東公園,東入部一丁目222-86,33.52338836,130.34290419
九州,福岡県,福岡市,早良区,街区,さわら台西公園,東入部一丁目1619-250,33.52358112,130.34079675
九州,福岡県,福岡市,早良区,街区,石釜公園,大字石釜186-3,33.49005039,130.32589128
九州,福岡県,福岡市,早良区,街区,室見庄浜公園,室見四丁目12-8,33.57597553,130.34111274
九州,福岡県,福岡市,早良区,街区,椎原公園,大字椎原1184-1，1185-1,33.47054317,130.35019367
九州,福岡県,福岡市,早良区,街区,早良北公園,早良五丁目1329-1,33.50371047,130.33358395
九州,福岡県,福岡市,早良区,街区,重留北公園,重留三丁目460-36,33.53303455,130.34563497
九州,福岡県,福岡市,早良区,街区,有田公園,有田三丁目517-7,33.5576279,130.33329949
九州,福岡県,福岡市,早良区,街区,内野南公園,内野二丁目627-2，628,33.49760279,130.33922668
九州,福岡県,福岡市,早良区,街区,梅林七夕公園,梅林六丁目351-4,33.54204879,130.35164306
九州,福岡県,福岡市,早良区,街区,田隈中公園,田隈二丁目153-6，651-1,33.54503404,130.33637409
九州,福岡県,福岡市,早良区,街区,松川原公園,次郎丸二丁目396-3,33.55317025,130.32706374
九州,福岡県,福岡市,早良区,街区,内野中公園,内野一丁目381-10,33.50239486,130.33928889
九州,福岡県,福岡市,早良区,街区,早良東公園,早良六丁目1210-11,33.5012447,130.33460304
九州,福岡県,福岡市,早良区,街区,都地川原公園,四箇一丁目744-3,33.53111043,130.32317968
九州,福岡県,福岡市,早良区,街区,脇山中公園,大字脇山1748-1，1749，1754，1755,33.48716211,130.35374973
九州,福岡県,福岡市,早良区,街区,長峰公園,早良四丁目714-3,33.50795928,130.33138746
九州,福岡県,福岡市,早良区,街区,野芥北公園,野芥一丁目879-13,33.54551746,130.34734293
九州,福岡県,福岡市,早良区,街区,西中山公園,大字西1251-1,33.49249005,130.3397925
九州,福岡県,福岡市,早良区,街区,田村東公園,田村四丁目555-5,33.54117276,130.33307688
九州,福岡県,福岡市,早良区,街区,百道浜西公園,百道浜四丁目901-144，901-196,33.58940097,130.34603385
九州,福岡県,福岡市,早良区,街区,百道浜東公園,百道浜一丁目901-36,33.59099817,130.35518162
九州,福岡県,福岡市,早良区,街区,重留西公園,重留七丁目1068-7,33.5339843,130.33573282
九州,福岡県,福岡市,早良区,街区,東入部中公園,東入部二丁目329-6,33.51838254,130.33623062
九州,福岡県,福岡市,早良区,街区,四箇田公園,四箇田団地549-11,33.53291005,130.33038073
九州,福岡県,福岡市,早良区,街区,田村中公園,田村三丁目461-5,33.53671511,130.32848849
九州,福岡県,福岡市,早良区,街区,野芥岩隈台公園,野芥六丁目403-55,33.53537732,130.34752845
九州,福岡県,福岡市,早良区,街区,田村北公園,田村一丁目1060-1,33.54575276,130.32728419
九州,福岡県,福岡市,早良区,街区,原中公園,原三丁目730-1.2,33.56174238,130.34368773
九州,福岡県,福岡市,早良区,街区,百道浜中公園,百道三丁目901-38,33.5894505,130.34932941
九州,福岡県,福岡市,早良区,街区,百道浜北公園,百道浜四丁目902-22，902-77の一部,33.59333825,130.34765946
九州,福岡県,福岡市,早良区,街区,飯倉西公園,飯倉四丁目278-1,33.56104141,130.35115835
九州,福岡県,福岡市,早良区,街区,荒江北公園,荒江二丁目51-2,33.57406959,130.35680973
九州,福岡県,福岡市,早良区,街区,次郎丸中公園,次郎丸三丁目547-1，547-8,33.55137816,130.3271837
九州,福岡県,福岡市,早良区,街区,有田平田公園,有田五丁目567-1,33.55672191,130.33438933
九州,福岡県,福岡市,早良区,街区,飯倉中公園,飯倉五丁目221-1,33.56258753,130.35491811
九州,福岡県,福岡市,早良区,街区,原汐入公園,原一丁目255-3,33.57278099,130.34781622
九州,福岡県,福岡市,早良区,街区,馬立山公園,内野七丁目191-3,33.49651598,130.34418301
九州,福岡県,福岡市,早良区,街区,小笠木公園,大字小笠木969-1，970-3,33.491215,130.36624995
九州,福岡県,福岡市,早良区,街区,貞島公園,田村七丁目327-3,33.53671511,130.32533474
九州,福岡県,福岡市,早良区,街区,昭代南公園,昭代三丁目28，29,33.5751598,130.3519808
九州,福岡県,福岡市,早良区,幼児,曙公園,曙一丁目29,33.57667329,130.36179451
九州,福岡県,福岡市,早良区,幼児,金門公園,室見二丁目10-2，10-9，11-26，11-27，11-28,33.57808889,130.34329254
九州,福岡県,福岡市,早良区,幼児,干隈２号公園,干隈五丁目168-20,33.55386902,130.34395297
九州,福岡県,福岡市,早良区,幼児,深田公園,賀茂二丁目263-23,33.55019862,130.34181301
九州,福岡県,福岡市,早良区,幼児,唐の沖公園,田隈三丁目2-10,33.54088187,130.3411466
九州,福岡県,福岡市,早良区,幼児,宮井手公園,干隈六丁目932-28,33.55061132,130.34703795
九州,福岡県,福岡市,早良区,幼児,西大坪公園,原七丁目1136-5,33.56186341,130.34164223
九州,福岡県,福岡市,早良区,幼児,晩上田公園,田隈三丁目65-12,33.54280924,130.3398296
九州,福岡県,福岡市,早良区,幼児,内林公園,田隈一丁目216-4,33.54652144,130.337959
九州,福岡県,福岡市,早良区,幼児,三十田公園,賀茂四丁目432-5,33.55161202,130.33638255
九州,福岡県,福岡市,早良区,幼児,野芥４号公園,野芥三丁目553-6,33.54283182,130.34341621
九州,福岡県,福岡市,早良区,幼児,高取公園,祖原370-1,33.58025346,130.35666689
九州,福岡県,福岡市,早良区,幼児,野芥１号公園,野芥三丁目552-68,33.54165215,130.34361719
九州,福岡県,福岡市,早良区,幼児,深町公園,賀茂四丁目453-42,33.55491717,130.33736844
九州,福岡県,福岡市,早良区,幼児,丸尾公園,飯倉六丁目2-13,33.55808571,130.35488595
九州,福岡県,福岡市,早良区,幼児,森町公園,田村五丁目25-21,33.53761116,130.33348733
